n_number,mfr_mdl_code,year_manufactured,aircraft_type_code,engine_type_code,certification_code,registration_status,cert_issue_date,expiration_date,owner_state,owner_country
100KC,05605S5,1998.0,4,1,42,V,2017-04-11,2027-04-30,OR,US
100KE,5780409,1974.0,5,2,1N,V,2011-06-22,2027-06-30,CA,US
100KF,2072722,1966.0,4,1,1N,V,2023-08-01,2030-08-31,IN,US
100KH,2072402,,4,1,1,V,2023-07-12,2030-07-31,KY,US
100KJ,1151548,1977.0,4,1,1U,V,2024-08-22,2031-08-31,MI,US
100KL,2808002,1955.0,4,1,40,V,1998-03-31,2030-04-30,MN,US
100KM,3801902,1998.0,1,0,443,V,2011-09-01,2027-09-30,AZ,US
100KN,7320005,2018.0,4,2,1N,V,2020-10-27,2027-10-31,DE,US
100KR,7640130,2025.0,6,3,1N,V,2025-05-09,2032-05-31,MO,US
100KS,5870225,2001.0,4,1,1N,V,2019-03-04,2029-03-31,VA,US
100KU,2730122,1981.0,5,5,1T,V,2013-02-11,2029-02-28,KS,US
100KW,1151548,1980.0,4,1,1U,V,2014-06-24,2027-06-30,NJ,US
100KY,056088T,1987.0,4,1,42,V,2023-12-15,2030-12-31,TN,US
100KZ,5170805,1999.0,5,5,1T,V,2023-08-30,2030-08-31,TX,US
100L,2076016,1977.0,5,1,1N,V,2023-05-26,2030-05-31,DE,US
100LA,1390022,2008.0,5,5,1T,V,2025-01-24,2032-01-31,UT,US
100LB,5180120,1996.0,2,0,434,V,2018-10-25,2028-10-31,IA,US
100LC,326040C,2012.0,5,5,1C,V,2019-05-08,2029-05-31,SD,US
100LD,2073704,1968.0,4,1,1U,V,2024-10-30,2031-10-31,IA,US
100LE,2072449,2023.0,4,1,1NU,V,2023-08-19,2030-08-31,UT,US
100LF,2072449,2025.0,4,1,1NU,V,2025-09-22,2032-09-30,OH,US
100LG,7102815,1980.0,4,1,1N,V,2021-08-23,2028-08-31,IN,US
100LK,1151425,1977.0,4,1,1U,V,2014-07-22,2027-07-31,NJ,US
100LL,2075908,1973.0,5,1,1N,V,2014-02-11,2030-02-28,CA,US
100LM,4360122,,6,1,6131,V,2000-09-12,2028-05-31,SC,US
100LN,061006Y,,6,10,UNKNOWN,V,2017-02-16,2027-02-28,NJ,US
100LR,1900302,1982.0,5,5,1T,V,2004-03-04,2029-10-31,AL,US
100LS,1153602,1969.0,5,1,1N,V,2024-12-14,2031-12-31,WY,US
100LU,2072401,1997.0,4,1,1N,V,2023-01-19,2030-01-31,FL,US
100LW,7103207,1980.0,4,1,1N,V,2006-08-30,2028-01-31,NC,US
100LY,7103110,,5,1,1N,V,1986-03-20,2030-04-30,MA,US
100M,2072418,1975.0,4,8,1N,V,2002-04-30,2027-08-31,FL,US
100MA,2076810,1999.0,5,5,1T,V,2019-04-18,2029-04-30,CO,US
100MB,2730012,2005.0,5,5,1T,V,2005-09-08,2028-04-30,OH,US
100MD,2076405,1978.0,5,1,1N,V,2019-12-17,2029-12-31,MN,US
100MF,05604NK,1998.0,4,1,42,V,2012-06-11,2028-06-30,WI,US
100MG,05630R1,2011.0,4,1,42,V,2024-07-30,2031-07-31,MN,US
100MH,2801002,,4,1,1N,V,2025-11-22,2032-11-30,PA,US
100MJ,2130001,2007.0,4,1,1N,V,2022-09-30,2029-09-30,AZ,US
100ML,1152740,1972.0,5,1,1N,V,2019-05-16,2029-05-31,CO,US
100MM,2072702,,4,1,1,V,2024-05-01,2031-05-31,MI,US
100MN,061007G,,4,10,UNKNOWN,V,2015-11-17,2028-11-30,OK,US
100MP,0110301,1976.0,4,1,43,V,2018-05-11,2028-05-31,CT,US
100MR,1152706,1973.0,5,1,1N,V,2008-04-18,2030-01-31,TX,US
100MS,7102807,1977.0,4,1,1NU,V,2022-02-15,2029-02-28,DE,US
100MT,2076405,1979.0,5,1,1N,V,2022-05-07,2029-05-31,UT,US
100MU,5780460,1980.0,5,2,1N,V,2023-12-22,2030-12-31,DE,US
100MV,5910313,1972.0,4,1,1N,V,2005-10-19,2028-07-31,NY,US
100MW,1152914,1972.0,5,2,1,V,2010-09-13,2028-10-31,CA,US
100MZ,326040A,2015.0,5,5,1N,V,2020-01-24,2030-01-31,WI,US
100NE,7103102,,5,1,32,V,2019-09-03,2029-09-30,CO,US
100NH,0600083,2014.0,4,8,9G,V,2014-05-16,2027-05-31,WY,US
100NJ,1181511,1987.0,6,3,1N,V,2019-09-26,2029-09-30,AZ,US
100NK,1152730,1969.0,5,1,1N,V,2000-04-21,2030-01-31,VA,US
100NM,05618ZJ,1994.0,4,1,42,V,2011-08-15,2027-08-31,  ,SE
100NN,1151548,1973.0,4,1,1N,V,2022-08-29,2029-08-31,FL,US
100NR,056321V,2017.0,1,0,44,V,2024-08-14,2031-08-31,NH,US
100NT,05616OY,2005.0,4,1,42,V,2024-05-08,2031-05-31,NV,US
100NU,05659TT,1991.0,4,1,42,V,2018-12-10,2028-12-31,NY,US
100NV,3260402,2009.0,5,5,1N,V,2023-02-23,2030-02-28,NC,US
100NW,06102IE,,H,10,UNKNOWN,V,2025-04-23,2032-04-30,WI,US
100NY,5870219,1985.0,4,1,1N,V,1999-02-20,2029-07-31,CA,US
100P,7103110,1982.0,5,1,1N,V,2017-06-27,2027-06-30,FL,US
100PA,3350000,2008.0,5,5,1N,V,2025-02-18,2032-02-29,NC,US
100PB,7106012,1978.0,5,1,1N,V,2021-12-14,2028-12-31,DE,US
100PC,2073614,1978.0,4,2,1N,V,2023-01-25,2030-01-31,AK,US
100PE,2076815,2018.0,5,5,1T,V,2024-10-09,2031-10-31,UT,US
100PF,2076601,2000.0,5,5,1N,V,2009-07-16,2027-10-31,FL,US
100PH,05641XI,2023.0,4,1,42,V,2023-07-10,2030-07-31,MI,US
100PK,2130004,2024.0,4,1,1N,V,2024-11-30,2031-11-30,FL,US
100PM,2072439,2004.0,4,1,34,V,2024-10-29,2031-10-31,KY,US
100PP,7630302,1975.0,4,1,1NU,V,2023-08-30,2030-08-31,AL,US
100PR,1151548,1970.0,4,1,1U,V,2013-03-13,2029-03-31,AZ,US
100PS,1151425,1987.0,4,1,1U,V,2022-04-29,2029-04-30,CA,US
100PT,05625SD,1997.0,4,1,42,V,2023-02-20,2030-02-28,CA,US
100PU,3260402,2010.0,5,5,1N,V,2020-10-13,2027-10-31,GA,US
100PV,06102D3,,6,10,UNKNOWN,V,2025-12-15,2032-12-31,MN,US
100PX,2130001,2004.0,4,1,1N,V,2013-03-19,2029-03-31,TX,US
100PY,1152920,1981.0,5,2,1N,V,2007-07-23,2028-03-31,TX,US
100PZ,1152740,1974.0,5,1,1N,V,2017-02-06,2030-02-28,MO,US
100Q,72202Z9,1971.0,4,1,42,V,2022-12-30,2029-12-31,CA,US
100QB,2072734,1979.0,4,1,1N,V,2022-03-30,2029-03-31,NY,US
100QS,1390022,2012.0,5,5,1T,V,2023-10-18,2030-10-31,  ,  
100QT,1152913,1976.0,5,2,1N,V,2017-01-05,2030-01-31,MN,US
100RA,1153605,1977.0,5,1,1N,V,2018-11-06,2028-11-30,NC,US
100RB,1151425,1991.0,4,1,1U,V,2019-01-16,2029-01-31,NC,US
100RC,3260390,2022.0,5,5,1C,V,2022-06-08,2029-06-30,SD,US
100RE,1151425,1981.0,4,1,1U,V,2024-04-26,2031-04-30,DE,US
100RF,1151215,,4,1,1N,V,2020-02-25,2030-02-28,TX,US
100RG,7150061,2005.0,4,1,416,V,2013-12-31,2029-12-31,MS,US
100RK,2072418,1974.0,4,8,1N,V,1995-09-23,2028-05-31,ND,US
100RL,2074002,1951.0,4,1,1N,V,2018-05-14,2028-05-31,TX,US
100RM,8146004,,6,3,UNKNOWN,V,2023-06-08,2030-06-30,DE,US
100RP,1390006,2011.0,5,5,1T,V,2023-11-22,2030-11-30,UT,US
100RS,06102FP,,6,10,UNKNOWN,V,2025-04-08,2032-04-30,OK,US
100RT,7103102,,5,1,1N,V,2022-03-03,2029-03-31,FL,US
100RV,5460186,,4,1,1N,V,2002-08-19,2028-02-29,DE,US
100RZ,2130004,2010.0,4,1,1N,V,2019-07-18,2029-07-31,VA,US
100SA,1390044,2024.0,5,5,1T,V,2024-10-31,2031-10-31,OK,US
100SB,2076618,2011.0,5,5,1C,V,2026-01-12,2033-01-31,TX,US
100SC,2076702,2013.0,5,5,1T,V,2013-07-30,2029-07-31,TN,US
100SD,2072708,1960.0,4,1,1N,V,2021-05-26,2028-05-31,CO,US
100SE,0562036,1971.0,4,1,42,V,2014-11-06,2027-11-30,TX,US
100SF,1152706,1979.0,5,1,1N,V,2021-12-14,2028-12-31,NY,US
100SL,2075816,1971.0,4,1,1N,V,2022-12-14,2029-12-31,WI,US
100SP,1151548,1970.0,4,1,1U,V,1987-09-18,2028-08-31,CA,US
100SQ,056376E,2018.0,4,1,42,V,2018-11-13,2028-11-30,NC,US
100SR,4500304,2007.0,5,5,1T,V,2013-05-29,2029-05-31,IL,US
100SU,2072449,,4,1,UNKNOWN,V,2021-02-22,2028-02-29,OH,US
100SV,8470107,1946.0,4,1,43,V,2023-01-16,2030-01-31,WI,US
100SW,05633X7,2019.0,4,1,42,V,2019-02-26,2029-02-28,GA,US
100SX,7101812,1951.0,4,1,6131,V,1991-08-19,2028-06-30,NV,US
100SY,2076750,1990.0,5,5,1T,V,2022-12-07,2029-12-31,GA,US
100T,1153404,1960.0,5,1,1,V,2024-03-11,2031-03-31,MT,US
100TA,05636XF,2019.0,4,1,42,V,2020-07-28,2027-07-31,WA,US
100TB,1151406,1963.0,4,1,1U,V,2018-01-03,2028-01-31,CO,US
100TC,7102811,1973.0,4,1,1N,V,1986-03-11,2030-03-31,AR,US
100TE,5870214,1975.0,4,1,1N,V,2013-07-25,2029-07-31,OH,US
100TF,3951304,,4,1,1,V,1990-09-04,2028-04-30,TX,US
100TG,2074242,1974.0,5,1,1,V,2007-03-20,2029-12-31,TX,US
100TH,05603IW,1999.0,4,1,42,V,2020-10-17,2027-10-31,TX,US
100TL,2130010,2018.0,4,5,1N,V,2018-12-18,2028-12-31,AZ,US
100TM,05605D0,,4,1,UNKNOWN,V,2018-07-03,2028-07-31,KS,US
100TN,05604TE,1980.0,4,1,42,V,2017-10-17,2027-10-31,WI,US
100TP,2076617,2012.0,5,5,1N,V,2013-01-07,2029-01-31,CT,US
100TS,7090453,2023.0,5,5,1C,V,2023-09-05,2030-09-30,FL,US
100TV,06001BM,2019.0,7,8,9W,V,2024-02-09,2031-02-28,WI,US
100TW,1152919,1978.0,5,2,1N,V,2025-06-04,2032-06-30,TX,US
100TX,1151548,1976.0,4,1,1U,V,2021-11-04,2028-11-30,LA,US
100TY,2072703,,4,1,UNKNOWN,V,2024-01-22,2031-01-31,DE,US
100UA,06102FA,,6,10,UNKNOWN,V,2023-12-20,2030-12-31,TN,US
100UD,2071802,,4,1,1U,V,2025-12-17,2032-12-31,CA,US
100UJ,2990221,1999.0,5,5,1T,V,2025-05-07,2032-05-31,NC,US
100UK,05633YE,2015.0,4,1,42,V,2017-05-18,2027-05-31,MD,US
100UL,2071831,1976.0,4,1,1A,V,1987-10-23,2028-10-31,LA,US
100UM,1880210,2000.0,2,0,1B,V,2021-05-17,2028-05-31,NM,US
100UP,2730160,1988.0,5,5,1T,V,2023-07-29,2030-07-31,TX,US
100US,056255X,,4,1,UNKNOWN,V,2008-02-22,2029-07-31,FL,US
100UT,06101F4,,6,10,UNKNOWN,V,2015-11-19,2028-11-30,TN,US
100UU,7090217,,4,2,UNKNOWN,V,2025-02-14,2032-02-29,  ,DE
100UV,2990002,2004.0,4,1,1NU,V,2021-04-10,2028-04-30,UT,US
100UX,1154162,1994.0,5,2,1C,V,2023-03-25,2030-03-31,UT,US
100V,1152913,1978.0,5,2,1N,V,2020-12-17,2027-12-31,TX,US
100VA,3350000,2008.0,5,5,1N,V,2021-06-07,2028-06-30,UT,US
100VB,1181028,1966.0,6,1,1N,V,2016-11-02,2029-11-30,PA,US
100VE,1390099,2012.0,5,5,1T,V,2023-02-20,2030-02-28,DE,US
100VF,7103213,1977.0,4,1,1,V,2025-11-19,2032-11-30,AL,US
100VG,1154161,,5,2,UNKNOWN,V,2025-10-04,2032-10-31,TX,US
100VK,056239C,1994.0,4,1,42,V,2021-10-13,2028-10-31,DE,US
100VP,2076750,2002.0,5,5,1T,V,2025-10-18,2032-10-31,TX,US
100VQ,5170302,,5,4,1T,V,2024-02-07,2031-02-28,FL,US
100VU,0590286,2005.0,7,7,48A,V,2012-02-22,2028-02-29,TN,US
100VV,05655TG,1986.0,4,1,42,V,2002-05-13,2030-04-30,VA,US
100VY,05630GK,2011.0,4,8,42,V,2025-09-26,2032-09-30,MI,US
100WA,2072412,1964.0,4,1,1N,V,1999-12-14,2029-02-28,CA,US
100WB,1152908,1966.0,5,2,1N,V,2017-08-09,2027-08-31,WA,US
100WD,7103209,1982.0,4,1,1N,V,2016-02-22,2029-02-28,KY,US
100WE,7150030,,5,5,UNKNOWN,V,2025-08-12,2032-08-31,KS,US
100WG,1182158,,6,3,UNKNOWN,V,2019-01-07,2029-01-31,VA,US
100WH,05625YF,1994.0,4,1,42,V,2000-11-21,2029-04-30,AZ,US
100WL,05631S8,2012.0,4,1,42,V,2012-05-03,2028-05-31,TX,US
100WN,5170514,1979.0,5,4,1T,V,2006-01-12,2029-04-30,OH,US
100WP,2076750,1990.0,5,5,1,V,2025-06-30,2032-06-30,KS,US
100WQ,7102817,1981.0,4,1,1N,V,2023-06-13,2030-06-30,NC,US
100WR,7640102,1981.0,6,1,1N,V,2021-11-16,2028-11-30,WA,US
100WS,1151425,1987.0,4,1,1U,V,2025-02-20,2032-02-29,  ,DE
100WT,2076604,1998.0,5,5,1T,V,2018-01-23,2028-01-31,AL,US
100WW,7102802,1967.0,4,1,1N,V,2023-04-22,2030-04-30,GA,US
100WX,3260402,2009.0,5,5,1N,V,2021-04-21,2028-04-30,UT,US
100WY,2072504,1959.0,4,1,1,V,2020-07-13,2027-07-31,WY,US
100XH,7150001,1999.0,4,1,1U,V,,,OK,US
100XK,6400434,,4,1,1N,V,2022-05-18,2029-05-31,OR,US
100XL,3801213,1979.0,1,0,1N,V,2007-09-07,2028-04-30,NC,US
100XN,5200000,2008.0,4,1,1N,V,2024-12-06,2031-12-31,FL,US
100XP,1151425,1991.0,4,1,1U,V,2011-10-27,2027-10-31,TX,US
100XR,7103110,1981.0,5,1,1N,V,2002-02-27,2029-07-31,FL,US
100XS,3980203,2012.0,5,5,1T,V,2025-12-11,2032-12-31,UT,US
100XT,05606Z5,1999.0,4,1,42,V,2022-11-17,2029-11-30,TX,US
100XV,1900305,1996.0,5,5,6132,V,2019-10-31,2029-10-31,UT,US
100XW,056330Q,2015.0,4,1,42,V,2025-10-28,2032-10-31,TX,US
100XX,3960103,1975.0,4,1,1U,V,1996-12-10,2029-04-30,NC,US
100XZ,2130000,2024.0,4,1,1N,V,2024-08-12,2031-08-31,WI,US
100Y,2076628,2015.0,5,5,1C,V,2025-11-20,2032-11-30,OR,US
100YA,0631410,,4,1,1N,V,2022-12-14,2029-12-31,CA,US
100YB,2076702,,5,5,UNKNOWN,V,2025-12-26,2032-12-31,TX,US
100YC,7090551,1999.0,4,2,1N,V,2013-02-12,2029-02-28,CO,US
100YG,7103120,,5,1,1N,V,2023-01-05,2030-01-31,TX,US
100YN,2073449,,4,1,1N,V,2022-01-07,2029-01-31,CA,US
100YP,2730101,1988.0,5,5,1T,V,2025-01-21,2032-01-31,SC,US
100YS,2072414,1965.0,4,1,1NU,V,2022-01-12,2029-01-31,NC,US
100YV,5870219,1991.0,4,1,1N,V,2024-07-11,2031-07-31,WY,US
100YW,2130004,2020.0,4,1,1N,V,2021-02-27,2028-02-29,FL,US
100YY,2130000,2002.0,4,1,1N,V,2012-02-16,2028-02-29,NV,US
100YZ,2130001,2004.0,4,1,1N,V,2014-12-23,2027-12-31,FL,US
100ZA,056226Q,,4,1,UNKNOWN,V,2005-01-26,2029-04-30,OK,US
100ZP,1152012,1955.0,4,1,1U,V,1991-04-30,2030-01-31,FL,US
100ZT,2076628,2022.0,5,5,1C,V,2022-10-04,2029-10-31,UT,US
100ZU,05635AI,2016.0,4,1,42,V,2023-08-29,2030-08-31,AR,US
100ZW,2130001,2014.0,4,1,1N,V,2021-03-09,2028-03-31,FL,US
100ZX,05904VD,,4,7,48A,V,2020-05-20,2027-05-31,WV,US
100ZZ,1152706,1975.0,5,1,1N,V,2025-12-03,2032-12-31,TX,US
101,2072414,1964.0,4,1,1N,V,2005-05-06,2027-04-30,OK,US
10100,3980050,2022.0,5,5,1T,V,2022-12-08,2029-12-31,UT,US
10101,2071826,1973.0,4,1,1,V,1979-04-11,2030-01-31,PA,US
10104,89510J1,,4,1,42,V,2023-02-18,2030-02-28,CA,US
10105,2071826,1973.0,4,1,1U,V,2024-09-24,2031-09-30,MO,US
1010A,5870219,1988.0,4,1,1N,V,2020-01-06,2030-01-31,TX,US
1010D,2073110,1950.0,4,1,1,V,2023-08-18,2030-08-31,AZ,US
1010E,05639JA,2006.0,4,1,42,V,2024-06-07,2031-06-30,NY,US
1010F,0141106,,5,1,1N,V,2025-01-28,2032-01-31,OK,US
1010G,5870219,1989.0,4,1,1N,V,2023-10-22,2030-10-31,TX,US
1010H,0191202,1949.0,4,1,1N,V,2021-08-16,2028-08-31,MI,US
1010K,5460114,1971.0,4,1,1N,V,2023-03-17,2030-03-31,AK,US
1010L,0390204,1989.0,4,1,31,V,2012-07-18,2028-07-31,NM,US
1010M,05655QB,1984.0,4,1,42,V,2016-01-28,2029-01-31,FL,US
1010N,2076811,2012.0,5,5,1T,V,2021-09-16,2028-09-30,NE,US
1010Q,21101PK,1970.0,4,1,1N,V,2018-01-17,2028-01-31,MN,US
1010R,21101NN,1968.0,4,1,1N,V,2023-07-09,2030-07-31,NC,US
1010T,056418H,2024.0,4,8,42,V,2023-12-28,2030-12-31,IL,US
1010W,3370502,1946.0,4,1,1,V,2009-11-24,2028-11-30,MO,US
1010X,05641FH,2025.0,4,1,434,V,2025-10-24,2032-10-31,TN,US
1010Y,7102811,1970.0,4,1,1N,V,2025-06-29,2032-06-30,CA,US
1010Z,056203F,2006.0,4,8,42,V,2025-04-17,2032-04-30,TX,US
1011,2073456,1980.0,4,1,1N,V,2014-05-08,2027-05-31,CA,US
10111,5150011,,4,1,UNKNOWN,V,2007-08-23,2028-04-30,UT,US
10113,1370501,2021.0,2,0,1B,V,2021-05-18,2028-05-31,FL,US
10114,0390303,,4,2,31,V,2022-11-01,2029-11-30,MT,US
10115,056138A,1991.0,4,1,43,V,2024-03-05,2031-03-31,OR,US
10116,05620EV,1992.0,4,1,42,V,2022-01-15,2029-01-31,TX,US
1011A,7101812,1950.0,4,1,1,V,2011-05-27,2027-05-31,PA,US
1011C,06102HG,,6,10,UNKNOWN,V,2025-07-21,2032-07-31,SD,US
1011E,05603QV,,4,4,UNKNOWN,V,2019-04-01,2029-04-30,ID,US
1011F,061017S,,4,7,UNKNOWN,V,2020-07-24,2027-07-31,OR,US
1011G,2130001,2025.0,4,1,1N,V,2025-08-01,2032-08-31,NV,US
1011H,0191202,1948.0,4,1,1,V,2025-08-17,2032-08-31,AK,US
1011J,0144701,1972.0,4,1,1N,V,2005-10-19,2028-07-31,NY,US
1011K,05636GW,2017.0,4,8,42,V,2017-07-11,2027-07-31,HI,US
1011L,5110302,1960.0,4,1,1N,V,1984-06-21,2027-07-31,NH,US
1011N,2072432,1970.0,4,1,1NU,V,2020-11-04,2027-11-30,FL,US
1011R,5870225,2000.0,4,1,1N,V,2019-06-13,2029-06-30,  ,  
1011S,2074224,1964.0,5,1,1,V,2020-01-06,2030-01-31,FL,US
1011T,1220460,1972.0,4,1,1N,V,2024-08-06,2031-08-31,CA,US
1011U,056203J,,4,1,UNKNOWN,V,2017-01-12,2030-01-31,GA,US
1011V,059008P,2007.0,4,1,42,V,2023-07-12,2030-07-31,KS,US
1011W,1151548,1972.0,4,1,1U,V,2016-01-25,2029-01-31,CO,US
1011Z,86601M5,1972.0,4,1,42,V,2023-01-19,2030-01-31,CO,US
1012,0191106,1947.0,4,1,1,V,2021-06-07,2028-06-30,KS,US
10120,056201I,2006.0,4,8,42,V,2019-09-10,2029-09-30,WI,US
10122,0390308,2013.0,4,2,314,V,2013-03-12,2029-03-31,MN,US
10123,3953505,1971.0,5,4,1T,V,2017-08-08,2027-08-31,DE,US
10124,406014T,1966.0,1,0,42,V,2019-11-06,2029-11-30,PA,US
10125,0390303,1989.0,4,2,31,V,2022-03-09,2029-03-31,MS,US
10126,0390303,1989.0,4,2,31,V,2023-05-11,2030-05-31,MS,US
10127,056277G,,4,7,UNKNOWN,V,2009-05-01,2027-07-31,OR,US
10129,0390303,1989.0,4,2,31,V,2019-01-17,2029-01-31,DE,US
1012A,7101820,1950.0,4,1,1N,V,2025-08-16,2032-08-31,NC,US
1012B,0390205,1989.0,4,2,31,V,2024-06-03,2031-06-30,IL,US
1012G,0630610,1969.0,4,1,1N,V,2023-07-24,2030-07-31,VA,US
1012H,05615Q6,2019.0,4,1,42,V,2018-05-03,2028-05-31,KS,US
1012J,7040242,1983.0,4,1,42,V,2017-01-12,2027-01-31,MN,US
1012M,5460188,,4,1,UNKNOWN,V,2012-04-06,2028-04-30,DE,US
1012P,5870225,2000.0,4,1,1N,V,2021-11-30,2028-11-30,UT,US
1012T,0390204,,4,1,31,V,2015-07-22,2028-07-31,MN,US
1012X,7102811,1975.0,4,1,1N,V,2025-03-01,2032-03-31,DE,US
1012Y,2072703,2005.0,4,1,1N,V,2024-12-14,2031-12-31,WA,US
1012Z,0390303,1989.0,4,2,31,V,2023-10-28,2030-10-31,AR,US
1013,1390044,2008.0,5,5,1T,V,2012-09-28,2028-09-30,CA,US
10130,21101MA,1958.0,4,1,1,V,2021-08-03,2028-08-31,IN,US
10131,2071826,1973.0,4,1,1U,V,2018-06-28,2028-06-30,IN,US
10133,6150160,1948.0,4,1,1,V,2016-12-13,2029-12-31,TX,US
10134,2071826,1973.0,4,1,1U,V,2012-10-17,2028-10-31,CA,US
10136,2071826,1973.0,4,1,1U,V,2021-05-04,2028-05-31,MO,US
1013A,1385152,1999.0,5,5,1T,V,2018-07-17,2028-07-31,NY,US
1013B,059025D,,8,7,48A,V,2011-03-08,2030-03-31,TX,US
1013D,2073110,1950.0,4,1,1,V,2025-09-30,2032-09-30,FL,US
1013E,1220601,1977.0,4,1,1N,V,2017-01-09,2030-01-31,MT,US
1013F,0390204,1989.0,4,1,31,V,2014-05-23,2027-05-31,TX,US
1013H,0191202,1948.0,4,1,1,V,2001-05-01,2030-04-30,AK,US
1013K,8190104,1946.0,4,1,1,V,2023-11-15,2030-11-30,AR,US
1013L,5870225,2004.0,4,1,1N,V,2017-12-26,2027-12-31,TX,US
1013N,0390206,,4,2,31,V,2024-07-25,2031-07-31,SD,US
1013P,1151253,,4,1,1N,V,2024-08-27,2031-08-31,GA,US
1013Q,5460187,1996.0,4,1,1N,V,2019-09-16,2029-09-30,DE,US
1013S,0390204,1989.0,4,1,31,V,2024-07-13,2031-07-31,MN,US
1013U,5870219,,4,1,1N,V,2018-02-05,2028-02-29,VA,US
1013X,7102811,,4,1,1N,V,2024-01-26,2031-01-31,TX,US
1013Z,056183N,,4,1,43,V,2024-11-06,2031-11-30,FL,US
1014,06001B1,2025.0,4,8,9A,V,2025-05-09,2032-05-31,TX,US
10141,2071826,1973.0,4,1,1U,V,2001-08-21,2028-06-30,NJ,US
10142,00301MF,1959.0,4,1,42,V,1999-11-18,2028-11-30,FL,US
10143,5870219,1981.0,4,1,1N,V,2016-06-10,2029-06-30,NJ,US
10144,2071826,1973.0,4,1,1U,V,2000-02-11,2029-07-31,TX,US
10145,6150104,1948.0,4,1,1,V,2016-06-06,2029-06-30,CO,US
10146,2071826,1973.0,4,1,1U,V,2022-04-11,2029-04-30,VA,US
10147,3680202,1930.0,4,1,1,V,2010-07-06,2027-10-31,PA,US
10148,2071826,1973.0,4,1,1U,V,2017-04-06,2027-04-30,TX,US
10149,86502JT,,4,1,42,V,2025-07-29,2032-07-31,KS,US
1014A,2130004,2017.0,4,1,1N,V,2025-02-05,2032-02-29,  ,  
1014B,05643JN,,4,1,UNKNOWN,V,2025-12-05,2032-12-31,PA,US
1014C,059007N,2005.0,4,1,9A,V,2007-09-12,2028-05-31,ID,US
1014E,1220460,1977.0,4,1,1N,V,2021-07-31,2028-07-31,CA,US
1014F,2072434,1979.0,4,1,1N,V,2022-03-25,2029-03-31,VA,US
1014G,5460186,1996.0,4,1,1N,V,2003-03-12,2030-01-31,GA,US
1014L,0390201,1989.0,4,1,314,V,2023-04-01,2030-04-30,NC,US
1014M,2071820,1969.0,4,1,1U,V,2023-11-06,2030-11-30,TX,US
1014N,0390204,1989.0,4,1,31,V,1989-10-05,2028-07-31,CA,US
1014P,059007O,2001.0,4,1,42,V,2015-07-16,2028-07-31,OK,US
1014Q,5460109,1996.0,4,1,1N,V,2008-03-21,2029-11-30,ID,US
1014S,05611ZM,2011.0,4,1,42,V,2024-06-05,2031-06-30,VA,US
1014T,2072735,1980.0,4,1,1N,V,2024-09-20,2031-09-30,NV,US
1014U,5870219,,4,1,1N,V,2025-03-05,2032-03-31,AZ,US
1014W,1152732,1973.0,5,1,1N,V,2015-08-14,2028-08-31,IL,US
1014Y,05620QI,2005.0,4,1,42,V,2015-10-22,2028-10-31,NC,US
1014Z,89510TK,1970.0,4,1,42,V,2012-07-17,2028-07-31,CO,US
10150,2071826,1973.0,4,1,1U,V,2023-04-19,2030-04-30,ME,US
10152,0564413,,4,1,42,V,1986-03-18,2029-10-31,OH,US
10155,5870226,2000.0,4,1,1N,V,2006-05-26,2030-04-30,TX,US
10156,3260214,2004.0,5,5,1T,V,2019-05-31,2029-05-31,IL,US
10157,5460114,1973.0,4,1,1N,V,2020-07-14,2027-07-31,AK,US
10158,86502NB,1960.0,4,1,42,V,2010-08-20,2028-06-30,TX,US
1015A,0390204,,4,1,31,V,2025-03-19,2032-03-31,CA,US
1015C,05638XY,2020.0,4,1,42,V,2019-11-06,2029-11-30,NC,US
1015D,2073102,1950.0,4,1,1,V,1991-01-17,2029-05-31,MT,US
1015E,5870210,1965.0,4,1,1N,V,2016-12-29,2029-12-31,CA,US
1015F,2072821,1975.0,4,1,1N,V,2025-07-15,2032-07-31,NV,US
1015K,8190104,1946.0,4,1,1,V,2024-08-28,2031-08-31,MN,US
1015L,0390204,1989.0,4,1,31,V,2020-03-10,2030-03-31,NV,US
1015M,2071820,,4,1,1U,V,2021-11-04,2028-11-30,TX,US
1015Q,2074220,1962.0,5,1,1,V,2012-12-07,2028-12-31,MT,US
1015S,5870219,,4,1,1N,V,2005-09-15,2028-09-30,FL,US
1015T,2990014,2021.0,4,1,1N,V,2022-01-28,2029-01-31,TX,US
1015W,1152732,1973.0,5,1,1N,V,2025-02-18,2032-02-29,TX,US
1015Z,3800517,1959.0,1,0,434,V,2010-07-27,2027-11-30,KS,US
10162,5870220,1981.0,4,1,1N,V,2007-05-05,2027-05-31,CT,US
10165,5870220,1981.0,4,1,1N,V,2010-12-17,2029-12-31,DE,US
10167,5870220,1981.0,4,1,1N,V,2022-08-26,2029-08-31,CA,US
10168,0190101,1933.0,4,1,UNKNOWN,V,2017-07-13,2027-07-31,OH,US
10169,62501A0,,4,1,42,V,2019-03-02,2029-03-31,AR,US
1016B,5870225,2000.0,4,1,1N,V,2021-06-23,2028-06-30,CA,US
1016C,5870225,2003.0,4,1,1N,V,2003-08-05,2028-01-31,OH,US
1016D,2073110,1950.0,4,1,1,V,2005-01-13,2029-04-30,TX,US
1016E,5870225,2000.0,4,1,1N,V,2024-02-06,2031-02-28,WA,US
1016F,2072434,,4,1,1N,V,2025-04-09,2032-04-30,MI,US
